device_id,wifi_ssid,wifi_rssi,temperature,humidity,timestamp
esp32_real_01,IoT_Net_2.4G,-76,29.19,53.2,2026-05-20T20:42:55.539396
esp32_real_01,IoT_Net_2.4G,-85,20.43,51.79,2026-05-20T20:42:57.539337
esp32_real_01,IoT_Net_2.4G,-82,29.47,47.87,2026-05-20T20:42:59.539335
esp32_real_01,IoT_Net_2.4G,-67,21.04,50.6,2026-05-20T20:43:01.539497
esp32_real_01,IoT_Net_2.4G,-75,29.81,45.68,2026-05-20T20:43:03.539725
esp32_real_01,IoT_Net_2.4G,-53,29.02,41.93,2026-05-20T20:43:05.539512
esp32_real_01,IoT_Net_2.4G,-47,20.81,49.0,2026-05-20T20:43:07.539255
esp32_real_01,IoT_Net_2.4G,-61,21.62,50.64,2026-05-20T20:43:09.539618
esp32_real_01,IoT_Net_2.4G,-69,24.27,50.48,2026-05-20T20:43:11.539558
esp32_real_01,IoT_Net_2.4G,-61,27.36,46.82,2026-05-20T20:43:13.539499
esp32_real_01,IoT_Net_2.4G,-79,24.02,56.33,2026-05-20T20:43:15.539649
esp32_real_01,IoT_Net_2.4G,-68,27.55,46.82,2026-05-20T20:43:17.539546
esp32_real_01,IoT_Net_2.4G,-72,26.5,55.27,2026-05-20T20:43:19.539477
esp32_real_01,IoT_Net_2.4G,-44,24.97,59.76,2026-05-20T20:43:21.539461
esp32_real_01,IoT_Net_2.4G,-78,20.08,43.88,2026-05-20T20:43:23.539556
esp32_real_01,IoT_Net_2.4G,-80,21.24,45.08,2026-05-20T20:43:25.539283
esp32_real_01,IoT_Net_2.4G,-47,29.82,54.3,2026-05-20T20:43:27.539331
esp32_real_01,IoT_Net_2.4G,-79,23.78,56.73,2026-05-20T20:43:29.539347
esp32_real_01,IoT_Net_2.4G,-49,22.59,52.14,2026-05-20T20:43:31.539583
esp32_real_01,IoT_Net_2.4G,-45,26.84,52.95,2026-05-20T20:43:33.539250
esp32_real_01,IoT_Net_2.4G,-82,24.72,56.68,2026-05-20T20:43:35.539381
esp32_real_01,IoT_Net_2.4G,-76,20.27,46.61,2026-05-20T20:43:37.539332
esp32_real_01,IoT_Net_2.4G,-43,24.66,53.24,2026-05-20T20:43:39.539283
esp32_real_01,IoT_Net_2.4G,-77,28.15,40.26,2026-05-20T20:43:41.539525
esp32_real_01,IoT_Net_2.4G,-84,29.88,56.25,2026-05-20T20:43:43.539502
esp32_real_01,IoT_Net_2.4G,-60,28.19,47.57,2026-05-20T20:43:45.539517
esp32_real_01,IoT_Net_2.4G,-40,24.82,46.98,2026-05-20T20:43:47.539530
esp32_real_01,IoT_Net_2.4G,-64,28.34,53.09,2026-05-20T20:43:49.539664
esp32_real_01,IoT_Net_2.4G,-53,28.77,57.2,2026-05-20T20:43:51.539500
esp32_real_01,IoT_Net_2.4G,-85,25.27,49.44,2026-05-20T20:43:53.539347
esp32_real_01,IoT_Net_2.4G,-62,25.64,42.91,2026-05-20T20:43:55.539335
esp32_real_01,IoT_Net_2.4G,-47,26.2,57.07,2026-05-20T20:43:57.539470
esp32_real_01,IoT_Net_2.4G,-53,27.01,43.3,2026-05-20T20:43:59.539300
esp32_real_01,IoT_Net_2.4G,-42,22.22,48.44,2026-05-20T20:44:01.539703
esp32_real_01,IoT_Net_2.4G,-44,21.4,52.13,2026-05-20T20:44:03.539502
esp32_real_01,IoT_Net_2.4G,-66,23.24,51.64,2026-05-20T20:44:05.539580
esp32_real_01,IoT_Net_2.4G,-51,29.99,57.35,2026-05-20T20:44:07.539604
esp32_real_01,IoT_Net_2.4G,-68,27.75,59.09,2026-05-20T20:44:09.539377
esp32_real_01,IoT_Net_2.4G,-70,20.73,58.29,2026-05-20T20:44:11.539571
esp32_real_01,IoT_Net_2.4G,-72,27.07,45.92,2026-05-20T20:44:13.539616
esp32_real_01,IoT_Net_2.4G,-48,26.66,52.49,2026-05-20T20:44:15.539484
esp32_real_01,IoT_Net_2.4G,-68,21.99,53.93,2026-05-20T20:44:17.539536
esp32_real_01,IoT_Net_2.4G,-53,22.54,46.72,2026-05-20T20:44:19.539521
esp32_real_01,IoT_Net_2.4G,-64,20.15,45.76,2026-05-20T20:44:21.539660
esp32_real_01,IoT_Net_2.4G,-78,23.18,42.12,2026-05-20T20:44:23.539355
esp32_real_01,IoT_Net_2.4G,-55,23.39,42.14,2026-05-20T20:44:25.539666
esp32_real_01,IoT_Net_2.4G,-67,23.53,40.54,2026-05-20T20:44:27.539381
esp32_real_01,IoT_Net_2.4G,-72,26.52,59.04,2026-05-20T20:44:29.539571
esp32_real_01,IoT_Net_2.4G,-41,29.37,52.43,2026-05-20T20:44:31.539282
esp32_real_01,IoT_Net_2.4G,-61,22.44,40.6,2026-05-20T20:44:33.539563
esp32_real_01,IoT_Net_2.4G,-60,26.4,58.97,2026-05-20T20:44:35.539678
esp32_real_01,IoT_Net_2.4G,-64,21.34,46.66,2026-05-20T20:44:37.539547
esp32_real_01,IoT_Net_2.4G,-47,28.52,53.04,2026-05-20T20:44:39.539271
esp32_real_01,IoT_Net_2.4G,-50,22.21,42.52,2026-05-20T20:44:41.539705
esp32_real_01,IoT_Net_2.4G,-49,23.26,42.23,2026-05-20T20:44:43.539275
esp32_real_01,IoT_Net_2.4G,-45,21.97,42.24,2026-05-20T20:44:45.539721
esp32_real_01,IoT_Net_2.4G,-46,22.25,43.13,2026-05-20T20:44:47.539630
esp32_real_01,IoT_Net_2.4G,-71,23.52,58.67,2026-05-20T20:44:49.539265
esp32_real_01,IoT_Net_2.4G,-56,29.42,46.09,2026-05-20T20:44:51.539496
esp32_real_01,IoT_Net_2.4G,-55,25.53,51.82,2026-05-20T20:44:53.539497
esp32_real_01,IoT_Net_2.4G,-54,24.67,43.17,2026-05-20T20:44:55.539491
esp32_real_01,IoT_Net_2.4G,-59,25.85,40.43,2026-05-20T20:44:57.539404
esp32_real_01,IoT_Net_2.4G,-77,27.42,40.16,2026-05-20T20:44:59.539635
esp32_real_01,IoT_Net_2.4G,-42,28.83,42.88,2026-05-20T20:45:01.539474
esp32_real_01,IoT_Net_2.4G,-67,28.14,55.2,2026-05-20T20:45:03.539418
esp32_real_01,IoT_Net_2.4G,-45,29.6,58.17,2026-05-20T20:45:05.539578
esp32_real_01,IoT_Net_2.4G,-42,29.54,59.99,2026-05-20T20:45:07.539201
esp32_real_01,IoT_Net_2.4G,-50,20.42,43.5,2026-05-20T20:45:09.539373
esp32_real_01,IoT_Net_2.4G,-80,28.11,41.93,2026-05-20T20:45:11.539422
esp32_real_01,IoT_Net_2.4G,-56,26.55,56.77,2026-05-20T20:45:13.539471
esp32_real_01,IoT_Net_2.4G,-51,25.71,48.0,2026-05-20T20:45:15.539405
esp32_real_01,IoT_Net_2.4G,-67,23.44,40.29,2026-05-20T20:45:17.539575
esp32_real_01,IoT_Net_2.4G,-64,26.81,56.91,2026-05-20T20:45:19.539412
esp32_real_01,IoT_Net_2.4G,-65,26.46,56.25,2026-05-20T20:45:21.539624
esp32_real_01,IoT_Net_2.4G,-49,25.34,58.17,2026-05-20T20:45:23.539407
esp32_real_01,IoT_Net_2.4G,-68,20.69,42.68,2026-05-20T20:45:25.539236
esp32_real_01,IoT_Net_2.4G,-78,29.97,47.89,2026-05-20T20:45:27.539550
esp32_real_01,IoT_Net_2.4G,-65,22.98,56.83,2026-05-20T20:45:29.539564
esp32_real_01,IoT_Net_2.4G,-81,21.33,57.3,2026-05-20T20:45:31.539375
esp32_real_01,IoT_Net_2.4G,-64,23.0,49.23,2026-05-20T20:45:33.539252
esp32_real_01,IoT_Net_2.4G,-67,27.71,48.24,2026-05-20T20:45:35.539694
esp32_real_01,IoT_Net_2.4G,-63,26.75,57.81,2026-05-20T20:45:37.539455
esp32_real_01,IoT_Net_2.4G,-54,24.37,48.72,2026-05-20T20:45:39.539278
esp32_real_01,IoT_Net_2.4G,-82,21.13,53.01,2026-05-20T20:45:41.539270
esp32_real_01,IoT_Net_2.4G,-57,25.22,59.09,2026-05-20T20:45:43.539249
esp32_real_01,IoT_Net_2.4G,-47,23.37,55.06,2026-05-20T20:45:45.539643
esp32_real_01,IoT_Net_2.4G,-40,20.12,54.02,2026-05-20T20:45:47.539390
esp32_real_01,IoT_Net_2.4G,-66,21.31,56.34,2026-05-20T20:45:49.539661
esp32_real_01,IoT_Net_2.4G,-83,20.9,56.32,2026-05-20T20:45:51.539519
esp32_real_01,IoT_Net_2.4G,-84,25.25,50.63,2026-05-20T20:45:53.539576
esp32_real_01,IoT_Net_2.4G,-54,21.02,56.78,2026-05-20T20:45:55.539628
esp32_real_01,IoT_Net_2.4G,-64,25.03,44.15,2026-05-20T20:45:57.539646
esp32_real_01,IoT_Net_2.4G,-69,22.15,59.96,2026-05-20T20:45:59.539202
esp32_real_01,IoT_Net_2.4G,-77,27.46,52.09,2026-05-20T20:46:01.539322
esp32_real_01,IoT_Net_2.4G,-70,20.72,57.02,2026-05-20T20:46:03.539445
esp32_real_01,IoT_Net_2.4G,-77,24.01,44.65,2026-05-20T20:46:05.539480
esp32_real_01,IoT_Net_2.4G,-61,21.12,49.7,2026-05-20T20:46:07.539725
esp32_real_01,IoT_Net_2.4G,-48,25.02,48.14,2026-05-20T20:46:09.539661
esp32_real_01,IoT_Net_2.4G,-41,28.21,52.15,2026-05-20T20:46:11.539407
esp32_real_01,IoT_Net_2.4G,-47,21.16,50.95,2026-05-20T20:46:13.539362
esp32_real_01,IoT_Net_2.4G,-73,25.5,50.23,2026-05-20T20:46:15.539701
esp32_real_01,IoT_Net_2.4G,-75,29.59,40.25,2026-05-20T20:46:17.539333
esp32_real_01,IoT_Net_2.4G,-50,23.3,50.19,2026-05-20T20:46:19.539255
esp32_real_01,IoT_Net_2.4G,-45,22.28,41.3,2026-05-20T20:46:21.539594
esp32_real_01,IoT_Net_2.4G,-85,21.54,47.53,2026-05-20T20:46:23.539494
esp32_real_01,IoT_Net_2.4G,-49,26.41,44.36,2026-05-20T20:46:25.539876
esp32_real_01,IoT_Net_2.4G,-52,29.04,46.18,2026-05-20T20:46:27.539593
esp32_real_01,IoT_Net_2.4G,-49,27.5,47.25,2026-05-20T20:46:29.539625
esp32_real_01,IoT_Net_2.4G,-59,27.94,58.37,2026-05-20T20:46:31.539280
esp32_real_01,IoT_Net_2.4G,-48,29.91,52.66,2026-05-20T20:46:33.539610
esp32_real_01,IoT_Net_2.4G,-85,27.42,41.07,2026-05-20T20:46:35.539358
esp32_real_01,IoT_Net_2.4G,-79,23.14,51.18,2026-05-20T20:46:37.539313
esp32_real_01,IoT_Net_2.4G,-84,22.79,52.14,2026-05-20T20:46:39.539556
esp32_real_01,IoT_Net_2.4G,-77,28.86,47.87,2026-05-20T20:46:41.539419
esp32_real_01,IoT_Net_2.4G,-52,24.47,41.36,2026-05-20T20:46:43.539686
esp32_real_01,IoT_Net_2.4G,-68,27.36,53.05,2026-05-20T20:46:45.539422
esp32_real_01,IoT_Net_2.4G,-72,21.03,58.43,2026-05-20T20:46:47.539354
esp32_real_01,IoT_Net_2.4G,-76,25.58,46.79,2026-05-20T20:46:49.539308
esp32_real_01,IoT_Net_2.4G,-61,20.5,53.84,2026-05-20T20:46:51.539451
esp32_real_01,IoT_Net_2.4G,-53,25.83,49.34,2026-05-20T20:46:53.539702
esp32_real_01,IoT_Net_2.4G,-79,22.8,49.52,2026-05-20T20:46:55.539470
esp32_real_01,IoT_Net_2.4G,-61,22.92,52.27,2026-05-20T20:46:57.539387
esp32_real_01,IoT_Net_2.4G,-40,20.96,40.32,2026-05-20T20:46:59.539282
esp32_real_01,IoT_Net_2.4G,-50,26.47,55.02,2026-05-20T20:47:01.539382
esp32_real_01,IoT_Net_2.4G,-54,28.66,51.65,2026-05-20T20:47:03.539596
esp32_real_01,IoT_Net_2.4G,-56,28.18,47.01,2026-05-20T20:47:05.539490
esp32_real_01,IoT_Net_2.4G,-43,28.3,47.71,2026-05-20T20:47:07.539424
esp32_real_01,IoT_Net_2.4G,-56,25.19,44.55,2026-05-20T20:47:09.539710
esp32_real_01,IoT_Net_2.4G,-53,26.04,57.24,2026-05-20T20:47:11.539221
esp32_real_01,IoT_Net_2.4G,-71,29.43,45.38,2026-05-20T20:47:13.539741
esp32_real_01,IoT_Net_2.4G,-42,28.32,46.17,2026-05-20T20:47:15.539626
esp32_real_01,IoT_Net_2.4G,-81,26.96,53.93,2026-05-20T20:47:17.539231
esp32_real_01,IoT_Net_2.4G,-76,26.28,51.72,2026-05-20T20:47:19.539533
esp32_real_01,IoT_Net_2.4G,-74,21.41,51.83,2026-05-20T20:47:21.539549
esp32_real_01,IoT_Net_2.4G,-63,22.83,42.11,2026-05-20T20:47:23.539347
esp32_real_01,IoT_Net_2.4G,-50,29.37,41.56,2026-05-20T20:47:25.539418
esp32_real_01,IoT_Net_2.4G,-65,24.54,40.36,2026-05-20T20:47:27.539522
esp32_real_01,IoT_Net_2.4G,-68,28.02,49.44,2026-05-20T20:47:29.539213
esp32_real_01,IoT_Net_2.4G,-68,25.31,49.57,2026-05-20T20:47:31.539465
esp32_real_01,IoT_Net_2.4G,-46,20.06,51.18,2026-05-20T20:47:33.539623
esp32_real_01,IoT_Net_2.4G,-65,27.86,45.34,2026-05-20T20:47:35.539547
esp32_real_01,IoT_Net_2.4G,-81,22.79,54.48,2026-05-20T20:47:37.539632
esp32_real_01,IoT_Net_2.4G,-74,23.95,52.52,2026-05-20T20:47:39.539697
esp32_real_01,IoT_Net_2.4G,-60,29.78,41.5,2026-05-20T20:47:41.539423
esp32_real_01,IoT_Net_2.4G,-47,29.5,45.41,2026-05-20T20:47:43.539388
esp32_real_01,IoT_Net_2.4G,-54,23.46,52.16,2026-05-20T20:47:45.539424
esp32_real_01,IoT_Net_2.4G,-58,26.74,47.16,2026-05-20T20:47:47.539442
esp32_real_01,IoT_Net_2.4G,-60,27.15,44.5,2026-05-20T20:47:49.539510
esp32_real_01,IoT_Net_2.4G,-82,27.15,40.08,2026-05-20T20:47:51.539536
esp32_real_01,IoT_Net_2.4G,-46,24.66,53.36,2026-05-20T20:47:53.539469
esp32_real_01,IoT_Net_2.4G,-53,22.1,43.2,2026-05-20T20:47:55.539450
esp32_real_01,IoT_Net_2.4G,-47,24.73,58.67,2026-05-20T20:47:57.539373
esp32_real_01,IoT_Net_2.4G,-68,25.44,58.65,2026-05-20T20:47:59.539371
esp32_real_01,IoT_Net_2.4G,-85,20.65,46.91,2026-05-20T20:48:01.539505
esp32_real_01,IoT_Net_2.4G,-74,23.91,46.62,2026-05-20T20:48:03.539535
esp32_real_01,IoT_Net_2.4G,-50,22.16,56.31,2026-05-20T20:48:05.539343
esp32_real_01,IoT_Net_2.4G,-61,28.54,56.26,2026-05-20T20:48:07.539280
esp32_real_01,IoT_Net_2.4G,-80,29.51,50.35,2026-05-20T20:48:09.539473
esp32_real_01,IoT_Net_2.4G,-55,29.49,50.92,2026-05-20T20:48:11.539589
esp32_real_01,IoT_Net_2.4G,-49,22.66,51.47,2026-05-20T20:48:13.539349
esp32_real_01,IoT_Net_2.4G,-46,22.54,58.51,2026-05-20T20:48:15.539301
esp32_real_01,IoT_Net_2.4G,-59,20.26,52.49,2026-05-20T20:48:17.539568
esp32_real_01,IoT_Net_2.4G,-63,28.6,44.2,2026-05-20T20:48:19.539388
esp32_real_01,IoT_Net_2.4G,-85,22.68,45.6,2026-05-20T20:48:21.539224
esp32_real_01,IoT_Net_2.4G,-71,24.73,53.13,2026-05-20T20:48:23.539677
esp32_real_01,IoT_Net_2.4G,-82,22.54,42.01,2026-05-20T20:48:25.539390
esp32_real_01,IoT_Net_2.4G,-57,22.56,41.57,2026-05-20T20:48:27.539257
esp32_real_01,IoT_Net_2.4G,-67,24.02,59.9,2026-05-20T20:48:29.539486
esp32_real_01,IoT_Net_2.4G,-42,28.21,48.92,2026-05-20T20:48:31.539590
esp32_real_01,IoT_Net_2.4G,-79,27.69,43.17,2026-05-20T20:48:33.539350
esp32_real_01,IoT_Net_2.4G,-73,29.74,40.48,2026-05-20T20:48:35.539655
esp32_real_01,IoT_Net_2.4G,-59,26.97,41.25,2026-05-20T20:48:37.539359
esp32_real_01,IoT_Net_2.4G,-44,24.75,55.12,2026-05-20T20:48:39.539302
esp32_real_01,IoT_Net_2.4G,-62,22.68,57.84,2026-05-20T20:48:41.539658
esp32_real_01,IoT_Net_2.4G,-44,27.71,55.78,2026-05-20T20:48:43.539562
esp32_real_01,IoT_Net_2.4G,-63,26.3,50.9,2026-05-20T20:48:45.539490
esp32_real_01,IoT_Net_2.4G,-40,20.66,44.29,2026-05-20T20:48:47.539645
esp32_real_01,IoT_Net_2.4G,-81,26.77,49.74,2026-05-20T20:48:49.539525
esp32_real_01,IoT_Net_2.4G,-57,25.14,50.98,2026-05-20T20:48:51.539471
esp32_real_01,IoT_Net_2.4G,-58,26.3,53.07,2026-05-20T20:48:53.539463
esp32_real_01,IoT_Net_2.4G,-57,29.77,51.67,2026-05-20T20:48:55.539271
esp32_real_01,IoT_Net_2.4G,-56,25.75,53.18,2026-05-20T20:48:57.539518
esp32_real_01,IoT_Net_2.4G,-79,23.56,52.27,2026-05-20T20:48:59.539371
esp32_real_01,IoT_Net_2.4G,-42,21.38,50.96,2026-05-20T20:49:01.539361
esp32_real_01,IoT_Net_2.4G,-74,24.27,54.33,2026-05-20T20:49:03.539272
esp32_real_01,IoT_Net_2.4G,-77,27.94,52.7,2026-05-20T20:49:05.539349
esp32_real_01,IoT_Net_2.4G,-81,28.35,44.38,2026-05-20T20:49:07.539580
esp32_real_01,IoT_Net_2.4G,-74,21.72,57.07,2026-05-20T20:49:09.539719
esp32_real_01,IoT_Net_2.4G,-46,24.74,47.31,2026-05-20T20:49:11.539686
esp32_real_01,IoT_Net_2.4G,-61,21.4,57.83,2026-05-20T20:49:13.539347
esp32_real_01,IoT_Net_2.4G,-83,27.97,59.46,2026-05-20T20:49:15.539666
esp32_real_01,IoT_Net_2.4G,-68,26.5,51.28,2026-05-20T20:49:17.539348
esp32_real_01,IoT_Net_2.4G,-75,23.45,44.26,2026-05-20T20:49:19.539309
esp32_real_01,IoT_Net_2.4G,-63,25.39,57.27,2026-05-20T20:49:21.539479
esp32_real_01,IoT_Net_2.4G,-43,22.81,41.67,2026-05-20T20:49:23.539593
esp32_real_01,IoT_Net_2.4G,-70,25.31,41.53,2026-05-20T20:49:25.539567
esp32_real_01,IoT_Net_2.4G,-44,20.84,51.27,2026-05-20T20:49:27.539627
esp32_real_01,IoT_Net_2.4G,-70,23.79,45.07,2026-05-20T20:49:29.539333
esp32_real_01,IoT_Net_2.4G,-56,22.85,43.06,2026-05-20T20:49:31.539205
esp32_real_01,IoT_Net_2.4G,-59,21.29,57.63,2026-05-20T20:49:33.539669
esp32_real_01,IoT_Net_2.4G,-40,25.69,55.51,2026-05-20T20:49:35.539605
esp32_real_01,IoT_Net_2.4G,-63,25.43,53.67,2026-05-20T20:49:37.539434
esp32_real_01,IoT_Net_2.4G,-72,27.27,55.69,2026-05-20T20:49:39.539340
esp32_real_01,IoT_Net_2.4G,-79,23.81,58.34,2026-05-20T20:49:41.539270
esp32_real_01,IoT_Net_2.4G,-63,26.7,54.68,2026-05-20T20:49:43.539222
esp32_real_01,IoT_Net_2.4G,-47,20.5,50.18,2026-05-20T20:49:45.539653
esp32_real_01,IoT_Net_2.4G,-64,24.84,58.4,2026-05-20T20:49:47.539236
esp32_real_01,IoT_Net_2.4G,-64,28.66,47.01,2026-05-20T20:49:49.539530
esp32_real_01,IoT_Net_2.4G,-52,20.7,56.87,2026-05-20T20:49:51.539483
esp32_real_01,IoT_Net_2.4G,-52,29.8,43.28,2026-05-20T20:49:53.539282
esp32_real_01,IoT_Net_2.4G,-52,27.63,52.39,2026-05-20T20:49:55.539415
esp32_real_01,IoT_Net_2.4G,-65,29.15,43.04,2026-05-20T20:49:57.539548
esp32_real_01,IoT_Net_2.4G,-41,20.86,59.51,2026-05-20T20:49:59.539394
esp32_real_01,IoT_Net_2.4G,-72,29.38,48.11,2026-05-20T20:50:01.539540
esp32_real_01,IoT_Net_2.4G,-73,20.53,48.39,2026-05-20T20:50:03.539538
esp32_real_01,IoT_Net_2.4G,-80,24.92,55.77,2026-05-20T20:50:05.539299
esp32_real_01,IoT_Net_2.4G,-57,24.9,46.76,2026-05-20T20:50:07.539438
esp32_real_01,IoT_Net_2.4G,-78,26.71,46.68,2026-05-20T20:50:09.539485
esp32_real_01,IoT_Net_2.4G,-46,29.52,45.1,2026-05-20T20:50:11.539358
esp32_real_01,IoT_Net_2.4G,-51,23.9,52.92,2026-05-20T20:50:13.539586
esp32_real_01,IoT_Net_2.4G,-46,28.15,44.96,2026-05-20T20:50:15.539586
esp32_real_01,IoT_Net_2.4G,-65,24.06,53.19,2026-05-20T20:50:17.539546
esp32_real_01,IoT_Net_2.4G,-69,24.39,42.36,2026-05-20T20:50:19.539389
esp32_real_01,IoT_Net_2.4G,-65,24.29,48.76,2026-05-20T20:50:21.539219
esp32_real_01,IoT_Net_2.4G,-43,24.36,48.25,2026-05-20T20:50:23.539281
esp32_real_01,IoT_Net_2.4G,-73,23.16,59.12,2026-05-20T20:50:25.539684
esp32_real_01,IoT_Net_2.4G,-84,20.48,51.74,2026-05-20T20:50:27.539605
esp32_real_01,IoT_Net_2.4G,-57,29.98,42.99,2026-05-20T20:50:29.539514
esp32_real_01,IoT_Net_2.4G,-54,22.94,46.13,2026-05-20T20:50:31.539577
esp32_real_01,IoT_Net_2.4G,-70,26.35,51.68,2026-05-20T20:50:33.539525
esp32_real_01,IoT_Net_2.4G,-83,23.32,47.71,2026-05-20T20:50:35.539534
esp32_real_01,IoT_Net_2.4G,-57,28.5,49.23,2026-05-20T20:50:37.539378
esp32_real_01,IoT_Net_2.4G,-81,21.94,51.54,2026-05-20T20:50:39.539321
esp32_real_01,IoT_Net_2.4G,-68,29.81,56.81,2026-05-20T20:50:41.539431
esp32_real_01,IoT_Net_2.4G,-62,27.8,47.24,2026-05-20T20:50:43.539514
esp32_real_01,IoT_Net_2.4G,-43,24.47,41.02,2026-05-20T20:50:45.539489
esp32_real_01,IoT_Net_2.4G,-76,20.67,43.37,2026-05-20T20:50:47.539710
esp32_real_01,IoT_Net_2.4G,-60,25.15,51.0,2026-05-20T20:50:49.539500
esp32_real_01,IoT_Net_2.4G,-46,25.31,48.66,2026-05-20T20:50:51.539319
esp32_real_01,IoT_Net_2.4G,-41,27.6,53.71,2026-05-20T20:50:53.539686
esp32_real_01,IoT_Net_2.4G,-48,29.3,59.03,2026-05-20T20:50:55.539303
esp32_real_01,IoT_Net_2.4G,-44,22.36,46.18,2026-05-20T20:50:57.539448
esp32_real_01,IoT_Net_2.4G,-59,20.09,59.3,2026-05-20T20:50:59.539226
esp32_real_01,IoT_Net_2.4G,-83,20.62,48.6,2026-05-20T20:51:01.539402
esp32_real_01,IoT_Net_2.4G,-65,23.18,56.33,2026-05-20T20:51:03.539633
esp32_real_01,IoT_Net_2.4G,-82,20.05,56.63,2026-05-20T20:51:05.539507
esp32_real_01,IoT_Net_2.4G,-60,27.81,57.3,2026-05-20T20:51:07.539626
esp32_real_01,IoT_Net_2.4G,-45,27.0,40.14,2026-05-20T20:51:09.539472
esp32_real_01,IoT_Net_2.4G,-45,28.74,54.92,2026-05-20T20:51:11.539388
esp32_real_01,IoT_Net_2.4G,-80,26.4,46.47,2026-05-20T20:51:13.539598
esp32_real_01,IoT_Net_2.4G,-46,29.72,45.22,2026-05-20T20:51:15.539564
esp32_real_01,IoT_Net_2.4G,-64,22.05,46.04,2026-05-20T20:51:17.539548
esp32_real_01,IoT_Net_2.4G,-81,20.1,56.82,2026-05-20T20:51:19.539638
esp32_real_01,IoT_Net_2.4G,-65,29.97,56.41,2026-05-20T20:51:21.539451
esp32_real_01,IoT_Net_2.4G,-42,22.74,49.5,2026-05-20T20:51:23.539635
esp32_real_01,IoT_Net_2.4G,-84,20.73,40.44,2026-05-20T20:51:25.539387
esp32_real_01,IoT_Net_2.4G,-56,24.88,47.63,2026-05-20T20:51:27.539472
esp32_real_01,IoT_Net_2.4G,-42,24.77,55.5,2026-05-20T20:51:29.539551
esp32_real_01,IoT_Net_2.4G,-63,21.3,53.0,2026-05-20T20:51:31.539218
esp32_real_01,IoT_Net_2.4G,-72,22.23,56.94,2026-05-20T20:51:33.539234
esp32_real_01,IoT_Net_2.4G,-46,24.78,59.8,2026-05-20T20:51:35.539639
esp32_real_01,IoT_Net_2.4G,-73,23.28,46.64,2026-05-20T20:51:37.539246
esp32_real_01,IoT_Net_2.4G,-85,22.02,57.18,2026-05-20T20:51:39.539434
esp32_real_01,IoT_Net_2.4G,-60,24.79,50.63,2026-05-20T20:51:41.539258
esp32_real_01,IoT_Net_2.4G,-50,20.03,59.31,2026-05-20T20:51:43.539356
esp32_real_01,IoT_Net_2.4G,-69,27.9,55.14,2026-05-20T20:51:45.539570
esp32_real_01,IoT_Net_2.4G,-77,20.36,53.53,2026-05-20T20:51:47.539226
esp32_real_01,IoT_Net_2.4G,-56,29.45,54.26,2026-05-20T20:51:49.539423
esp32_real_01,IoT_Net_2.4G,-43,26.03,41.78,2026-05-20T20:51:51.539433
esp32_real_01,IoT_Net_2.4G,-40,29.27,50.17,2026-05-20T20:51:53.539585
esp32_real_01,IoT_Net_2.4G,-78,21.7,46.67,2026-05-20T20:51:55.539408
esp32_real_01,IoT_Net_2.4G,-42,23.36,57.48,2026-05-20T20:51:57.539504
esp32_real_01,IoT_Net_2.4G,-84,29.72,56.72,2026-05-20T20:51:59.539221
esp32_real_01,IoT_Net_2.4G,-54,23.32,46.65,2026-05-20T20:52:01.539327
esp32_real_01,IoT_Net_2.4G,-57,26.78,49.69,2026-05-20T20:52:03.539645
esp32_real_01,IoT_Net_2.4G,-61,26.6,40.85,2026-05-20T20:52:05.539666
esp32_real_01,IoT_Net_2.4G,-76,26.81,49.39,2026-05-20T20:52:07.539310
esp32_real_01,IoT_Net_2.4G,-50,27.23,58.17,2026-05-20T20:52:09.539227
esp32_real_01,IoT_Net_2.4G,-40,21.77,41.8,2026-05-20T20:52:11.539537
esp32_real_01,IoT_Net_2.4G,-64,25.98,57.24,2026-05-20T20:52:13.539240
esp32_real_01,IoT_Net_2.4G,-67,28.13,49.12,2026-05-20T20:52:15.539502
esp32_real_01,IoT_Net_2.4G,-54,26.13,49.07,2026-05-20T20:52:17.539622
esp32_real_01,IoT_Net_2.4G,-56,21.29,50.86,2026-05-20T20:52:19.539610
esp32_real_01,IoT_Net_2.4G,-70,29.78,41.94,2026-05-20T20:52:21.539585
esp32_real_01,IoT_Net_2.4G,-65,27.57,43.34,2026-05-20T20:52:23.539571
esp32_real_01,IoT_Net_2.4G,-56,24.65,52.61,2026-05-20T20:52:25.539614
esp32_real_01,IoT_Net_2.4G,-66,21.71,51.37,2026-05-20T20:52:27.539490
esp32_real_01,IoT_Net_2.4G,-48,22.5,48.57,2026-05-20T20:52:29.539382
esp32_real_01,IoT_Net_2.4G,-47,25.31,42.4,2026-05-20T20:52:31.539439
esp32_real_01,IoT_Net_2.4G,-42,27.64,54.87,2026-05-20T20:52:33.539240
esp32_real_01,IoT_Net_2.4G,-63,22.73,48.5,2026-05-20T20:52:35.539632
esp32_real_01,IoT_Net_2.4G,-62,26.09,50.19,2026-05-20T20:52:37.539293
esp32_real_01,IoT_Net_2.4G,-47,28.58,45.08,2026-05-20T20:52:39.539332
esp32_real_01,IoT_Net_2.4G,-60,27.09,52.04,2026-05-20T20:52:41.539338
esp32_real_01,IoT_Net_2.4G,-63,27.17,51.57,2026-05-20T20:52:43.539379
esp32_real_01,IoT_Net_2.4G,-58,27.73,45.92,2026-05-20T20:52:45.539259
esp32_real_01,IoT_Net_2.4G,-54,20.09,47.56,2026-05-20T20:52:47.539360
